,Name,brand_x,ratings,volume,price,category,Age,type,gender,rating,recommend
1096,데일리 모이스처 바디 오일,더마비,4.24,200ml ," 15,000원",제모용품,29,복합성,여,5.0,True
1097,데일리 모이스처 바디 오일,더마비,4.24,200ml ," 15,000원",제모용품,27,중성,여,5.0,True
1098,데일리 모이스처 바디 오일,더마비,4.24,200ml ," 15,000원",제모용품,30,민감성,여,5.0,True
1100,레스큐 오인트먼트,버츠비,4.17,15g ," 13,000원",제모용품,34,복합성,여,4.0,True
1101,레스큐 오인트먼트,버츠비,4.17,15g ," 13,000원",제모용품,24,민감성,여,5.0,True
1102,인텐시브 베리어 멀티 오일,더마비,4.05,135ml ," 14,000원",제모용품,29,건성,여,4.0,True
1103,인텐시브 베리어 멀티 오일,더마비,4.05,135ml ," 14,000원",제모용품,40,건성,여,5.0,True
1104,인텐시브 베리어 멀티 오일,더마비,4.05,135ml ," 14,000원",제모용품,31,민감성,여,5.0,True
1105,윌 앙띠끄 바디오일 [리켄 데코스],불리 1803,4.73,190ml ," 99,000원",제모용품,32,건성,여,5.0,True
1106,퓨어 시어 버터,록시땅,3.96,150ml ," 55,000원",제모용품,40,건성,여,5.0,True
1108,드라이플라워 바디 앤 헤어 미스트 [안개초],라운드어라운드,4.42,100ml ," 9,800원",제모용품,29,복합성,여,5.0,True
1109,바디미스트 [아쿠아키스],빅토리아시크릿,4.24,250ml , 가격미정,제모용품,34,민감성,여,4.0,True
1111,웨딩데이 판타지 바디스프레이,바디판타지,4.2,94ml ," 10,000원",제모용품,29,복합성,여,4.0,True
1112,웨딩데이 판타지 바디스프레이,바디판타지,4.2,94ml ," 10,000원",제모용품,27,복합성,여,5.0,True
1113,웨딩데이 판타지 바디스프레이,바디판타지,4.2,94ml ," 10,000원",제모용품,26,복합성,여,4.0,True
1114,웨딩데이 판타지 바디스프레이,바디판타지,4.2,94ml ," 10,000원",제모용품,22,건성,여,4.0,True
1116,바디미스트 [화이트포션],바디홀릭,4.23,50ml ," 9,900원",제모용품,25,지성,여,4.0,True
1117,바디미스트 [바이올렛포션],바디홀릭,4.3,50ml ," 9,900원",제모용품,29,건성,여,5.0,True
1118,보디 스프레이 [대드스 가든 레몬 트리],러쉬,4.18,200ml ," 50,000원",제모용품,32,복합성,여,4.0,True
1119,보디 스프레이 [트와일라잇],러쉬,4.25,200ml ," 50,000원",제모용품,24,중성,여,5.0,True
1120,스톡홀름로즈 파인프라그란스 헤어 & 바디미스트,더프트앤도프트,4.17,100ml ," 13,800원",제모용품,26,복합성,여,4.0,True
1121,퓨어 프래그런스 바디 스프레이 퍼플 코튼 판타지,바디판타지,4.19,118ml ," 12,000원",제모용품,22,건성,여,4.0,True
1122,핑크브리즈 파인프라그란스 헤어 & 바디미스트,더프트앤도프트,4.14,100ml ," 13,800원",제모용품,24,건성,여,4.0,True
1123,클리어 바디미스트,낫포유,4.07,200ml ," 29,900원",제모용품,31,건성,여,5.0,True
1124,클리어 바디미스트,낫포유,4.07,200ml ," 29,900원",제모용품,33,건성,여,5.0,True
1126,클리어 바디미스트,낫포유,4.07,200ml ," 29,900원",제모용품,23,지성,여,4.0,True
1128,타이거밤 넥앤숄더 크림,타이거밤,4.5,50g ," 12,000원",제모용품,27,지성,여,5.0,True
1129,타이거밤 넥앤숄더 크림,타이거밤,4.5,50g ," 12,000원",제모용품,33,건성,여,4.0,True
1130,타이거밤 넥앤숄더 크림,타이거밤,4.5,50g ," 12,000원",제모용품,30,건성,여,4.0,True
1131,타이거밤 넥앤숄더 크림,타이거밤,4.5,50g ," 12,000원",제모용품,35,복합성,여,5.0,True
1132,타이거밤 넥앤숄더 크림,타이거밤,4.5,50g ," 12,000원",제모용품,27,복합성,여,4.0,True
1133,타이거밤 넥앤숄더 크림,타이거밤,4.5,50g ," 12,000원",제모용품,30,지성,여,5.0,True
1135,타이거밤 넥앤숄더 크림,타이거밤,4.5,50g ," 12,000원",제모용품,28,건성,여,4.0,True
1136,셀다운 너리싱 크림,얼스레시피,3.79,200ml ," 42,000원",제모용품,31,복합성,여,4.0,True
1138,바디슬리밍 핫 테라피 크림,유라인코스메틱,3.9,120ml ," 50,000원",제모용품,21,건성,여,4.0,True
1140,피곤하지 마사지 볼,어퓨,4.23,1p ," 5,000원",제모용품,23,건성,여,5.0,True
1141,피곤하지 마사지 볼,어퓨,4.23,1p ," 5,000원",제모용품,42,복합성,여,5.0,True
1142,버치 셀룰라이트 오일,벨레다,4.36,100ml ," 40,000원",제모용품,37,복합성,여,5.0,True
1143,버치 셀룰라이트 오일,벨레다,4.36,100ml ," 40,000원",제모용품,33,복합성,여,5.0,True
1144,버치 셀룰라이트 오일,벨레다,4.36,100ml ," 40,000원",제모용품,30,복합성,여,4.0,True
1145,버치 셀룰라이트 오일,벨레다,4.36,100ml ," 40,000원",제모용품,37,복합성,여,4.0,True
1146,버치 셀룰라이트 오일,벨레다,4.36,100ml ," 40,000원",제모용품,38,지성,여,5.0,True
1147,갈바닉 스파 시스템 에이지락바디,뉴스킨,3.55,용량미정 ," 350,000원",제모용품,34,복합성,여,5.0,True
1148,갈바닉 스파 시스템 에이지락바디,뉴스킨,3.55,용량미정 ," 350,000원",제모용품,30,지성,여,5.0,True
1149,바디 리프트 컨트롤,클라랑스,3.4,200ml ," 74,000원",제모용품,52,민감성,여,4.0,True
1150,바디 리프트 컨트롤,클라랑스,3.4,200ml ," 74,000원",제모용품,42,민감성,여,5.0,True
1152,스파클링 부스터,더유핏,5.0,150ml ," 24,900원",제모용품,32,건성,여,5.0,True
1153,스파클링 부스터,더유핏,5.0,150ml ," 24,900원",제모용품,33,건성,여,5.0,True
1156,바디 핏 엑스퍼트 카피톤,클라랑스,3.6,200ml ," 80,000원",제모용품,32,지성,여,5.0,True
1158,레그 서포터,알자토,5.0,2ea , 가격미정,제모용품,29,건성,여,5.0,True
1159,레그 서포터,알자토,5.0,2ea , 가격미정,제모용품,35,민감성,여,5.0,True
1160,수퍼 레스토러티브 바디 케어,클라랑스,4.5,200 ml ," 92,000원",제모용품,33,중성,여,5.0,True
1162,실루엣 고주파 바디관리기,실큰,4.5,1ea ," 590,000원",제모용품,26,민감성,여,5.0,True
1163,미네랄 데오드란트 스틱,크리스탈,4.51,120g ," 12,000원",제모용품,27,건성,여,5.0,True
1164,미네랄 데오드란트 스틱,크리스탈,4.51,120g ," 12,000원",제모용품,24,복합성,여,5.0,True
1165,미네랄 데오드란트 스틱,크리스탈,4.51,120g ," 12,000원",제모용품,27,건성,여,5.0,True
1166,미네랄 데오드란트 스틱,크리스탈,4.51,120g ," 12,000원",제모용품,28,복합성,여,5.0,True
1167,미네랄 데오드란트 스틱,크리스탈,4.51,120g ," 12,000원",제모용품,24,건성,여,4.0,True
1170,슈퍼 쿨링 파우더 시트 [클린 솝],미스사사,4.13,15ea ," 4,900원",제모용품,27,건성,여,4.0,True
1171,슈퍼 쿨링 파우더 시트 [클린 솝],미스사사,4.13,15ea ," 4,900원",제모용품,32,민감성,여,5.0,True
1172,데오도란트,이솝,4.41,50ml ," 39,000원",제모용품,39,건성,여,4.0,True
1174,데오드란트 미스트 내추럴리굿 그린티,니베아,4.28,75ml ," 11,500원",제모용품,28,복합성,여,5.0,True
1176,데오드란트 미스트 내추럴리굿 그린티,니베아,4.28,75ml ," 11,500원",제모용품,25,중성,여,4.0,True
1177,데오드란트 미스트 내추럴리굿 그린티,니베아,4.28,75ml ," 11,500원",제모용품,27,복합성,여,4.0,True
1178,데오드란트 미스트 내추럴리굿 그린티,니베아,4.28,75ml ," 11,500원",제모용품,27,지성,여,5.0,True
1179,데오드란트 미스트 내추럴리굿 그린티,니베아,4.28,75ml ," 11,500원",제모용품,26,민감성,여,4.0,True
1180,데오드란트 미스트 내추럴리굿 그린티,니베아,4.28,75ml ," 11,500원",제모용품,24,복합성,여,5.0,True
1181,데오드란트 미스트 내추럴리굿 그린티,니베아,4.28,75ml ," 11,500원",제모용품,25,복합성,여,5.0,True
1182,데오드란트 미스트 내추럴리굿 그린티,니베아,4.28,75ml ," 11,500원",제모용품,27,지성,여,4.0,True
1183,데오드란트 미스트 내추럴리굿 그린티,니베아,4.28,75ml ," 11,500원",제모용품,28,건성,여,5.0,True
1184,데오드란트 미스트 내추럴리굿 그린티,니베아,4.28,75ml ," 11,500원",제모용품,29,건성,여,4.0,True
1185,데오드란트 미스트 내추럴리굿 그린티,니베아,4.28,75ml ," 11,500원",제모용품,27,복합성,여,4.0,True
1186,데오드란트 미스트 내추럴리굿 그린티,니베아,4.28,75ml ," 11,500원",제모용품,23,지성,여,4.0,True
1187,드라이 콤포트 롤온,니베아,3.76,50ml ," 8,200원",제모용품,25,지성,여,5.0,True
1188,데오드란트 롤온 펄 앤 뷰티,니베아,3.8,50ml ," 8,200원",제모용품,24,복합성,여,5.0,True
1190,엑스트라 화이트 스틱,니베아,3.66,40ml ," 6,300원",제모용품,27,복합성,여,5.0,True
1191,엑스트라 화이트 스틱,니베아,3.66,40ml ," 6,300원",제모용품,36,중성,여,4.0,True
1192,엑스트라 화이트 스틱,니베아,3.66,40ml ," 6,300원",제모용품,19,복합성,여,5.0,True
1193,엑스트라 화이트 스틱,니베아,3.66,40ml ," 6,300원",제모용품,30,건성,여,5.0,True
1195,레그 쿨링젤,랩피토,4.13,150ml ," 14,900원",제모용품,31,복합성,여,5.0,True
1196,레그 쿨링젤,랩피토,4.13,150ml ," 14,900원",제모용품,28,건성,여,4.0,True
1198,쿨링 밸런싱 오일 컨센트레이트,아베다,4.23,7ml ," 32,000원",제모용품,21,민감성,여,4.0,True
1200,쿨링 밸런싱 오일 컨센트레이트,아베다,4.23,7ml ," 32,000원",제모용품,27,복합성,여,5.0,True
1201,쿨링 밸런싱 오일 컨센트레이트,아베다,4.23,7ml ," 32,000원",제모용품,34,복합성,여,5.0,True
1202,쿨링 밸런싱 오일 컨센트레이트,아베다,4.23,7ml ," 32,000원",제모용품,38,민감성,여,4.0,True
1203,쿨링 밸런싱 오일 컨센트레이트,아베다,4.23,7ml ," 32,000원",제모용품,34,지성,여,5.0,True
1204,진저 플라이트 테라피,이솝,4.39,10ml ," 36,000원",제모용품,29,복합성,여,5.0,True
1205,진저 플라이트 테라피,이솝,4.39,10ml ," 36,000원",제모용품,32,건성,여,4.0,True
1206,진저 플라이트 테라피,이솝,4.39,10ml ," 36,000원",제모용품,26,건성,여,4.0,True
1207,진저 플라이트 테라피,이솝,4.39,10ml ," 36,000원",제모용품,31,건성,여,5.0,True
1209,만사쾌신 넥 앤 숄더 크림,마녀공장,4.38,100ml ," 20,000원",제모용품,40,건성,여,4.0,True
1210,레그 쿨링 젤 시트러스,랩피토,4.07,150ml ," 14,900원",제모용품,28,건성,여,4.0,True
1214,스트레스-픽스™ 컨센트레이트,아베다,3.74,7ml ," 32,000원",제모용품,27,복합성,여,4.0,True
1215,릴리프,타이거밤,4.5,25g ," 12,000원",제모용품,31,복합성,여,4.0,True
1216,릴리프,타이거밤,4.5,25g ," 12,000원",제모용품,28,민감성,여,4.0,True
1217,에너자이징 에멀젼 포 타이어드 레그스,클라랑스,4.11,125ml ," 41,000원",제모용품,42,민감성,여,4.0,True
1218,아로마 릴렉싱 마사지 오일,안나홀츠,4.43,300ml ," 21,000원",제모용품,36,복합성,여,4.0,True
1220,모어스키니 여리핏 바디슬리밍 쿨크림,모어벨라,4.67,130g ," 48,000원",제모용품,31,지성,여,4.0,True
1223,핸드 크림 모로칸 가드너,헉슬리,4.45,30ml ," 15,000원",제모용품,21,지성,여,5.0,True
1224,핸드 크림 모로칸 가드너,헉슬리,4.45,30ml ," 15,000원",제모용품,26,지성,여,4.0,True
1225,핸드 크림 모로칸 가드너,헉슬리,4.45,30ml ," 15,000원",제모용품,43,중성,여,5.0,True
1226,핸드 크림 모로칸 가드너,헉슬리,4.45,30ml ," 15,000원",제모용품,27,건성,여,5.0,True
1227,핸드 크림 모로칸 가드너,헉슬리,4.45,30ml ," 15,000원",제모용품,25,복합성,여,5.0,True
1228,핸드 크림 모로칸 가드너,헉슬리,4.45,30ml ," 15,000원",제모용품,27,복합성,여,4.0,True
1229,핸드 크림 모로칸 가드너,헉슬리,4.45,30ml ," 15,000원",제모용품,28,민감성,여,5.0,True
1231,핸드 크림 모로칸 가드너,헉슬리,4.45,30ml ," 15,000원",제모용품,34,지성,여,5.0,True
1232,핸드 크림 모로칸 가드너,헉슬리,4.45,30ml ," 15,000원",제모용품,28,건성,여,4.0,True
1233,핸드 크림 모로칸 가드너,헉슬리,4.45,30ml ," 15,000원",제모용품,27,건성,여,4.0,True
1234,손소독제,퓨렐,4.4,354ml ," 10,900원",제모용품,29,건성,여,5.0,True
1235,카밀 핸드크림 튜브,허바신,4.32,75ml ," 10,000원",제모용품,24,복합성,여,4.0,True
1236,핸드크림 [쏘 희],온호프,4.34,50ml ," 15,000원",제모용품,26,민감성,여,5.0,True
1237,티 룸 핸드크림 [플라워티],브링그린,4.31,30ml ," 3,800원",제모용품,24,복합성,여,5.0,True
1238,발을씻자 코튼풋샴푸 [프레쉬 레몬 민트],온더바디,4.65,385ml ," 9,900원",제모용품,25,지성,여,4.0,True
1239,발을씻자 코튼풋샴푸 [프레쉬 레몬 민트],온더바디,4.65,385ml ," 9,900원",제모용품,25,복합성,여,4.0,True
1240,발을씻자 코튼풋샴푸 [프레쉬 레몬 민트],온더바디,4.65,385ml ," 9,900원",제모용품,31,건성,여,5.0,True
1241,발을씻자 코튼풋샴푸 [프레쉬 레몬 민트],온더바디,4.65,385ml ," 9,900원",제모용품,25,복합성,여,5.0,True
1242,발을씻자 코튼풋샴푸 [프레쉬 레몬 민트],온더바디,4.65,385ml ," 9,900원",제모용품,51,복합성,여,4.0,True
1243,발을씻자 코튼풋샴푸 [프레쉬 레몬 민트],온더바디,4.65,385ml ," 9,900원",제모용품,20,건성,여,5.0,True
1244,발을씻자 코튼풋샴푸 [프레쉬 레몬 민트],온더바디,4.65,385ml ," 9,900원",제모용품,32,건성,여,5.0,True
1245,발을씻자 코튼풋샴푸 [프레쉬 레몬 민트],온더바디,4.65,385ml ," 9,900원",제모용품,26,지성,여,5.0,True
1246,발을씻자 코튼풋샴푸 [프레쉬 자몽 민트],온더바디,4.69,385ml ," 9,900원",제모용품,34,건성,여,5.0,True
1247,발을씻자 코튼풋샴푸 [프레쉬 자몽 민트],온더바디,4.69,385ml ," 9,900원",제모용품,28,건성,여,4.0,True
1248,발을씻자 코튼풋샴푸 [프레쉬 자몽 민트],온더바디,4.69,385ml ," 9,900원",제모용품,35,복합성,여,5.0,True
1249,발을씻자 코튼풋샴푸 [프레쉬 자몽 민트],온더바디,4.69,385ml ," 9,900원",제모용품,28,민감성,여,5.0,True
1250,인텐스 리페어 풋크림,뉴트로지나,4.44,56g ," 8,900원",제모용품,20,민감성,여,5.0,True
1251,인텐스 리페어 풋크림,뉴트로지나,4.44,56g ," 8,900원",제모용품,28,복합성,여,5.0,True
1252,인텐스 리페어 풋크림,뉴트로지나,4.44,56g ," 8,900원",제모용품,34,지성,여,5.0,True
1253,인텐스 리페어 풋크림,뉴트로지나,4.44,56g ," 8,900원",제모용품,32,건성,여,5.0,True
1254,인텐스 리페어 풋크림,뉴트로지나,4.44,56g ," 8,900원",제모용품,34,건성,여,4.0,True
1255,인텐스 리페어 풋크림,뉴트로지나,4.44,56g ," 8,900원",제모용품,46,민감성,남,5.0,True
1256,인텐스 리페어 풋크림,뉴트로지나,4.44,56g ," 8,900원",제모용품,27,중성,여,5.0,True
1257,시어 버터 풋 크림,록시땅,4.32,150ml ," 39,000원",제모용품,31,건성,여,4.0,True
1258,시어 버터 풋 크림,록시땅,4.32,150ml ," 39,000원",제모용품,34,건성,여,5.0,True
1259,풋 케어 크림,히말라야,4.17,75g ," 9,900원",제모용품,20,복합성,여,4.0,True
1260,풋 케어 크림,히말라야,4.17,75g ," 9,900원",제모용품,18,지성,여,5.0,True
1261,샤이니 풋 슈퍼 필링 리퀴드,토니모리,4.12,25ml*2 ," 8,800원",제모용품,34,지성,여,4.0,True
1262,발샴푸,티타니아,4.11,300ml ," 17,000원",제모용품,37,복합성,여,5.0,True
1263,우레아9.8 풋 크림,더마비,4.47,50ml ," 8,000원",제모용품,37,복합성,여,5.0,True
1264,우레아9.8 풋 크림,더마비,4.47,50ml ," 8,000원",제모용품,24,복합성,여,4.0,True
1265,우레아9.8 풋 크림,더마비,4.47,50ml ," 8,000원",제모용품,32,복합성,여,5.0,True
1266,우레아9.8 풋 크림,더마비,4.47,50ml ," 8,000원",제모용품,30,복합성,여,5.0,True
1267,고운발 크림,웰빙헬스팜,4.81,110g ," 12,000원",제모용품,31,건성,여,4.0,True
1268,고운발 크림,웰빙헬스팜,4.81,110g ," 12,000원",제모용품,31,건성,여,5.0,True
1269,고운발 크림,웰빙헬스팜,4.81,110g ," 12,000원",제모용품,33,건성,여,5.0,True
1270,고운발 크림,웰빙헬스팜,4.81,110g ," 12,000원",제모용품,41,복합성,여,5.0,True
1271,고운발 크림,웰빙헬스팜,4.81,110g ," 12,000원",제모용품,32,복합성,여,5.0,True
1272,고운발 크림,웰빙헬스팜,4.81,110g ," 12,000원",제모용품,39,민감성,여,5.0,True
1273,풋 릴리프™,아베다,4.52,125ml ," 40,000원",제모용품,44,건성,여,5.0,True
1274,발을씻자 코튼풋샴푸 [쿨링],온더바디,4.21,385ml ," 9,900원",제모용품,31,건성,여,5.0,True
1275,발을씻자 코튼풋샴푸 [쿨링],온더바디,4.21,385ml ," 9,900원",제모용품,25,건성,여,5.0,True
1276,더 컴포터,러쉬,4.59,200g ," 18,000원",제모용품,23,복합성,여,5.0,True
1277,솔티 허니 바디 스크럽,솔테라피,4.6,250g ," 25,000원",제모용품,27,복합성,여,4.0,True
1278,토탈 리커버리 샤워크림,비욘드,4.44,250ml ," 13,500원",제모용품,39,복합성,여,4.0,True
1279,섹스 밤,러쉬,4.4,200g ," 12,000원",제모용품,30,복합성,여,4.0,True
1280,인터갈락틱,러쉬,4.43,200g ," 17,000원",제모용품,25,복합성,여,5.0,True
1281,인터갈락틱,러쉬,4.43,200g ," 17,000원",제모용품,24,건성,여,4.0,True
1282,세라마이드 아토 6.0 탑투토워시,일리윤,4.37,500ml ," 14,900원",제모용품,30,지성,여,5.0,True
1283,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,31,지성,여,5.0,True
1284,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,30,건성,여,4.0,True
1285,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,23,건성,여,4.0,True
1288,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,30,복합성,여,4.0,True
1290,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,19,지성,여,4.0,True
1292,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,26,복합성,여,4.0,True
1293,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,21,민감성,여,5.0,True
1295,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,24,복합성,여,5.0,True
1296,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,32,중성,여,4.0,True
1297,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,33,복합성,여,4.0,True
1298,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,31,복합성,여,5.0,True
1299,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,31,복합성,여,4.0,True
1301,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,31,복합성,여,5.0,True
1302,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,28,중성,여,4.0,True
1303,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,20,지성,여,5.0,True
1304,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,27,민감성,여,5.0,True
1305,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,29,복합성,여,4.0,True
1309,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,26,복합성,여,4.0,True
1310,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,21,건성,여,4.0,True
1311,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,34,복합성,여,4.0,True
1312,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,29,건성,여,5.0,True
1314,화이트 톤업 바디 세럼 [SPF21],나인위시스,4.06,150ml ," 32,000원",제모용품,23,복합성,여,4.0,True
1316,샤이닝 드레스 크림,코스노리,4.0,50ml ," 24,000원",제모용품,24,건성,여,4.0,True
1318,샤이닝 드레스 크림,코스노리,4.0,50ml ," 24,000원",제모용품,21,중성,여,5.0,True
1319,로데오 드라이브 페이스 앤 바디 미스트,오프라,5.0,240ml ," 36,000원",제모용품,31,민감성,여,5.0,True
1321,마네킹 바디 파운데이션 [SPF22/PA++],낫포유,3.5,100ml ," 26,500원",제모용품,31,민감성,여,4.0,True
1323,테이크 어 픽쳐 잇 래스트 롱거,베네피트,3.3,42.5g ," 46,000원",제모용품,21,복합성,여,4.0,True
1327,테이크 어 픽쳐 잇 래스트 롱거,베네피트,3.3,42.5g ," 46,000원",제모용품,34,민감성,여,4.0,True
1331,비너스 새틴케어 여성용 면도젤,질레트,4.44,200ml ," 7,000원",제모용품,22,복합성,여,4.0,True
1332,비너스 임브레이스 면도기,질레트,4.41,1ea ," 18,500원",제모용품,29,민감성,여,5.0,True
1333,비너스 임브레이스 면도기,질레트,4.41,1ea ," 18,500원",제모용품,21,중성,여,5.0,True
1335,비너스 임브레이스 면도기,질레트,4.41,1ea ," 18,500원",제모용품,33,복합성,여,5.0,True
1336,비너스 임브레이스 면도기,질레트,4.41,1ea ," 18,500원",제모용품,30,복합성,여,5.0,True
1337,비너스 임브레이스 면도기,질레트,4.41,1ea ," 18,500원",제모용품,25,복합성,여,5.0,True
1338,비너스 임브레이스 면도기,질레트,4.41,1ea ," 18,500원",제모용품,17,복합성,여,5.0,True
1339,비너스 임브레이스 면도기,질레트,4.41,1ea ," 18,500원",제모용품,21,건성,여,4.0,True
1340,비너스 임브레이스 면도기,질레트,4.41,1ea ," 18,500원",제모용품,33,복합성,여,5.0,True
1341,인튜이션 내추럴 면도기,쉬크,4.29,1ea ," 13,900원",제모용품,42,복합성,여,4.0,True
1343,비너스 스월 면도기,질레트,4.26,1ea ," 20,900원",제모용품,20,지성,여,5.0,True
1344,인튜이션 석류 여성제모기,쉬크,3.71,1ea ," 13,900원",제모용품,25,중성,여,5.0,True
1345,인튜이션 석류 여성제모기,쉬크,3.71,1ea ," 13,900원",제모용품,22,건성,여,4.0,True
1347,인튜이션 석류 여성제모기,쉬크,3.71,1ea ," 13,900원",제모용품,23,복합성,여,4.0,True
1348,인튜이션 석류 여성제모기,쉬크,3.71,1ea ," 13,900원",제모용품,25,복합성,여,5.0,True
1349,인튜이션 석류 여성제모기,쉬크,3.71,1ea ," 13,900원",제모용품,25,민감성,여,4.0,True
1350,인튜이션 석류 여성제모기,쉬크,3.71,1ea ," 13,900원",제모용품,23,복합성,여,5.0,True
1351,인튜이션 석류 여성제모기,쉬크,3.71,1ea ," 13,900원",제모용품,25,복합성,여,5.0,True
1352,인튜이션 아일랜드베리 제모기,쉬크,4.18,1ea ," 13,900원",제모용품,29,건성,여,5.0,True
1354,비너스 스파 면도기,질레트,3.73,2p ," 15,200원",제모용품,22,건성,여,5.0,True
1355,비너스 스파 면도기,질레트,3.73,2p ," 15,200원",제모용품,21,건성,여,5.0,True
1356,201 하드왁스,바나다왁싱,4.08,500g ," 52,500원",제모용품,32,복합성,여,5.0,True
1357,201 하드왁스,바나다왁싱,4.08,500g ," 52,500원",제모용품,31,민감성,여,4.0,True
1358,비너스 엑스트라 스무스 면도기,질레트,4.83,1ea , 가격미정,제모용품,33,복합성,여,5.0,True
1360,트윈 여성용 면도기,빅,3.92,5ea ," 1,700원",제모용품,28,중성,여,5.0,True
1361,탈모증상완화 샴푸 [두피강화],라보에이치,4.14,400ml ," 24,000원",헤어,37,건성,여,4.0,True
1362,올바른 샴푸바 [중건성용],동구밭,4.37,100g ," 9,500원",헤어,29,복합성,여,4.0,True
1363,썬트리 샴푸,헤드스파7,4.12,300ml ," 22,000원",헤어,31,건성,여,4.0,True
1364,컨디셔닝 린스 극손상 케어,팬틴,4.31,500ml ," 10,900원",헤어,56,건성,여,5.0,True
1365,컨디셔닝 린스 극손상 케어,팬틴,4.31,500ml ," 10,900원",헤어,26,중성,여,4.0,True
1366,컨디셔닝 린스 극손상 케어,팬틴,4.31,500ml ," 10,900원",헤어,29,복합성,여,5.0,True
1367,컨디셔닝 린스 극손상 케어,팬틴,4.31,500ml ," 10,900원",헤어,25,복합성,여,5.0,True
1368,컨디셔닝 린스 극손상 케어,팬틴,4.31,500ml ," 10,900원",헤어,25,민감성,여,5.0,True
1369,애프터올 슬릭 컨디셔너,컨텐트리,4.33,300ml ," 35,000원",헤어,26,지성,여,5.0,True
1370,애프터올 슬릭 컨디셔너,컨텐트리,4.33,300ml ," 35,000원",헤어,22,지성,여,4.0,True
1371,프리즈 이즈 미라큘러스 리커버리 컨디셔너,존프리다,4.27,250ml ," 17,000원",헤어,36,지성,여,5.0,True
1372,프리즈 이즈 미라큘러스 리커버리 컨디셔너,존프리다,4.27,250ml ," 17,000원",헤어,21,복합성,여,5.0,True
1373,프로페셔널 디펜스 컨디셔너,비욘드,4.13,450ml ," 29,000원",헤어,28,건성,여,5.0,True
1375,자윤 서향 컨디셔너,리엔,4.18,500ml ," 13,900원",헤어,32,복합성,여,5.0,True
1376,토탈 리페어5 컨디셔너,로레알파리,3.93,450ml ," 12,000원",헤어,34,복합성,여,4.0,True
1377,퍼퓸 퓨어브리즈 컨디셔너,엘라스틴,3.84,600ml ," 6,900원",헤어,27,복합성,여,4.0,True
1378,퍼퓸 퓨어브리즈 컨디셔너,엘라스틴,3.84,600ml ," 6,900원",헤어,40,복합성,여,4.0,True
1379,올바른 린스바,동구밭,4.66,100g ," 9,500원",헤어,41,복합성,여,5.0,True
1380,올바른 린스바,동구밭,4.66,100g ," 9,500원",헤어,23,건성,여,5.0,True
1381,러블리 앤 로맨틱 퍼퓸 린스,케라시스,4.26,600ml ," 5,010원",헤어,29,건성,여,4.0,True
1383,데미지 클리닉 컨디셔너,케라시스,3.79,750ml ," 4,900원",헤어,31,중성,여,4.0,True
1384,자윤 백단향 컨디셔너,리엔,3.85,500ml ," 13,900원",헤어,34,민감성,여,4.0,True
1386,퍼펙트 세럼 린스 오리지널,미쟝센,3.96,680ml ," 13,000원",헤어,36,지성,여,4.0,True
1388,트리트먼트 더 프리미엄,헤드스파7,4.44,210ml ," 50,000원",헤어,33,복합성,여,4.0,True
1389,살롱 플러스 클리닉 10 트리트먼트 [손상 모발용],미쟝센,4.4,250ml ," 12,900원",헤어,37,복합성,여,4.0,True
1390,살롱 플러스 클리닉 10 트리트먼트 [손상 모발용],미쟝센,4.4,250ml ," 12,900원",헤어,22,건성,여,5.0,True
1392,딥 데미지 트리트먼트 EX,어노브,4.41,207ml ," 26,000원",헤어,34,중성,여,5.0,True
