,Age,type,gender,brand,Name,rating
754,36세,민감성,여,나스,벨벳 매트 립 펜슬,4
755,30세,지성,여,더페이스샵,플랫 글로시 스틱,3
756,31세,복합성,여,나스,벨벳 매트 립 펜슬,5
757,31세,민감성,여,부르조아,벨벳 펜슬,5
758,25세,건성,여,마몽드,크리미 틴트 컬러 밤 인텐스,5
759,28세,민감성,여,나스,벨벳 매트 립 펜슬,3
760,24세,건성,여,나스,벨벳 매트 립 펜슬,4
761,28세,중성,여,나스,벨벳 매트 립 펜슬,4
762,15세,복합성,여,웨이크메이크,철벽 컬러 립 초크,4
763,30세,민감성,여,부르조아,벨벳 펜슬,4
764,25세,복합성,여,마몽드,크리미틴트 컬러밤 쉬폰,3
765,31세,민감성,여,우드버리,루즈스틸로 오토립 [사틴],4
766,22세,복합성,여,마몽드,크리미틴트 컬러밤 쉬폰,4
767,27세,복합성,여,미샤,실키 래스팅 립 펜슬,5
768,32세,중성,여,마몽드,크리미틴트 컬러밤 쉬폰,5
769,26세,민감성,여,마몽드,크리미틴트 컬러밤 쉬폰,4
770,35세,복합성,여,나스,벨벳 매트 립 펜슬,5
771,23세,건성,여,마몽드,크리미 틴트 컬러 밤 라이트,4
772,23세,건성,여,마몽드,크리미 틴트 컬러밤,5
773,23세,건성,여,마몽드,크리미 틴트 컬러 밤 인텐스,5
774,23세,건성,여,마몽드,크리미틴트 컬러밤 쉬폰,5
775,28세,복합성,여,마몽드,크리미 틴트 컬러밤 인텐스,5
776,30세,지성,여,마몽드,크리미 틴트 컬러 밤 인텐스,4
777,28세,복합성,여,부르조아,벨벳 펜슬,4
778,24세,민감성,여,에뛰드,입꼬리 메이커,4
779,25세,복합성,여,마몽드,크리미 틴트 컬러 밤 인텐스,5
780,24세,복합성,여,마몽드,크리미 틴트 컬러밤 글라이드,5
781,18세,민감성,여,마몽드,크리미틴트 컬러밤 쉬폰,3
782,20세,복합성,여,마몽드,크리미틴트 컬러밤 쉬폰,5
783,21세,건성,여,마몽드,크리미틴트 컬러밤 쉬폰,4
784,23세,건성,여,에뛰드,소프트 터치 오토 립 라이너,4
785,25세,건성,여,부르조아,벨벳 펜슬,5
786,24세,지성,여,에뛰드,입꼬리 메이커,5
787,20세,건성,여,네이처리퍼블릭,보테니컬 에코 크레용 립루즈,3
788,20세,건성,여,더페이스샵,플랫 벨벳 스틱,5
789,28세,복합성,여,마몽드,크리미 틴트 컬러 밤 인텐스,4
790,30세,지성,여,나스,벨벳 매트 립 펜슬,3
791,34세,중성,여,나스,벨벳 매트 립 펜슬,3
792,34세,중성,여,메이크업포에버,아티스트 립 블러쉬,4
793,19세,복합성,여,마몽드,크리미 틴트 컬러 밤 인텐스,4
794,35세,민감성,여,마몽드,크리미 틴트 컬러밤 글라이드,5
795,23세,건성,여,마몽드,크리미틴트 컬러밤 쉬폰,4
796,37세,건성,여,나스,벨벳 매트 립 펜슬,5
797,24세,건성,여,마몽드,크리미틴트 컬러밤 쉬폰,3
798,28세,복합성,여,나스,새틴 립 펜슬,4
799,33세,복합성,여,나스,벨벳 매트 립 펜슬,5
800,26세,민감성,여,롬앤,글래스팅 워터 글로스,5
801,25세,복합성,여,에센스,샤인 샤인 샤인 립글로스,3
802,22세,건성,여,롬앤,글래스팅 워터 글로스,5
803,26세,복합성,여,롬앤,글래스팅 워터 글로스,5
804,22세,민감성,여,투페이스드,립 인젝션,3
805,22세,민감성,여,투페이스드,립 인젝션 익스트림 플럼퍼,5
806,22세,민감성,여,투페이스드,립 인젝션 파워 플럼핑 립 글로스,4
807,31세,복합성,여,롬앤,글래스팅 워터 글로스,4
808,43세,건성,여,어딕션,립글로스 퓨어,4
809,28세,민감성,여,어퓨,와사비야 립 플럼퍼,1
810,16세,복합성,여,홀리카홀리카,데빌스 플럼퍼 [헬게이트 매트 프라이머],5
811,24세,복합성,여,롬앤,글래스팅 워터 글로스,4
812,26세,건성,여,롬앤,립매터,5
813,26세,민감성,여,롬앤,립매터,4
814,33세,복합성,여,에스티 로더,퓨어 칼라 엔비 립 글로스,2
815,23세,복합성,여,투페이스드,립 인젝션 익스트림 플럼퍼,5
816,23세,복합성,여,투페이스드,립 인젝션 파워 플럼핑 립 글로스,5
817,20세,건성,여,아티스트리,시그니처 컬러 라잇업 립글로스,5
818,23세,건성,여,홀리카홀리카,데빌스 플럼퍼 [헬게이트 매트 프라이머],3
819,20세,지성,여,투페이스드,립 인젝션 익스트림 플럼퍼,4
820,20세,지성,여,투페이스드,립 인젝션 파워 플럼핑 립 글로스,5
821,32세,복합성,여,롬앤,글래스팅 워터 글로스,5
822,26세,지성,여,롬앤,글래스팅 워터 글로스,5
823,24세,건성,여,나스,립 글로스,3
824,28세,건성,여,나스,립 글로스,4
825,24세,건성,여,키핀터치,젤리 립 플럼퍼 틴트,5
826,41세,건성,여,퍼플리쉬,러스터 글로우 립,4
827,41세,건성,여,투페이스드,립 인젝션 파워 플럼핑 립 글로스,5
828,41세,건성,여,키핀터치,젤리 립 플럼퍼 틴트,4
829,31세,건성,여,홀리카홀리카,데빌스 플럼퍼 [헬파이어 글로이 토퍼],3
830,24세,민감성,여,롬앤,글래스팅 워터 글로스,5
831,36세,건성,여,투페이스드,립 인젝션 파워 플럼핑 립 글로스,5
832,30세,복합성,여,투페이스드,립 인젝션 파워 플럼핑 립 글로스,5
833,34세,복합성,여,투페이스드,립 인젝션 파워 플럼핑 립 글로스,5
834,31세,민감성,여,투페이스드,립 인젝션,5
835,31세,민감성,여,투페이스드,립 인젝션 익스트림 플럼퍼,5
836,31세,민감성,여,투페이스드,립 인젝션 파워 플럼핑 립 글로스,5
837,24세,복합성,여,시에로,오일 플럼퍼,3
838,27세,민감성,여,롬앤,글래스팅 워터 글로스,5
839,23세,복합성,여,디올,어딕트 립 맥시마이저,5
840,20세,지성,여,롬앤,글래스팅 워터 글로스,5
841,23세,복합성,여,이니스프리,플럼핑 립 글로우,5
842,19세,복합성,여,롬앤,글래스팅 워터 글로스,5
843,21세,지성,여,키핀터치,젤리 립 플럼퍼 틴트,5
844,27세,중성,여,롬앤,글래스팅 워터 글로스,5
845,19세,건성,여,키핀터치,젤리 립 플럼퍼 틴트,3
846,33세,민감성,여,아이빔,프리즘 립 글로스,5
847,28세,복합성,여,디올,어딕트 립 맥시마이저,5
848,28세,건성,여,키보,도톰 립플러스 립플럼퍼,5
849,28세,건성,여,디올,어딕트 립 맥시마이저,5
850,29세,민감성,여,맥,프렙+프라임 립,5
851,27세,중성,여,맥,프렙+프라임 립,4
852,33세,복합성,여,맥,프렙+프라임 립,5
853,32세,건성,여,맥,프렙+프라임 립,4
854,33세,건성,여,맥,프렙+프라임 립,3
855,34세,건성,여,맥,프렙+프라임 립,5
856,22세,복합성,여,맥,프렙+프라임 립,5
857,29세,지성,여,맥,프렙+프라임 립,5
858,30세,지성,여,맥,프렙+프라임 립,4
859,41세,복합성,여,맥,프렙+프라임 립,5
860,43세,중성,여,맥,프렙+프라임 립,4
861,34세,건성,여,맥,프렙+프라임 립,5
862,30세,민감성,여,맥,프렙+프라임 립,4
863,18세,지성,여,맥,프렙+프라임 립,3
864,24세,복합성,여,맥,프렙+프라임 립,4
865,32세,복합성,여,입생로랑 뷰티,탑 시크릿 립 퍼펙터,3
866,21세,민감성,여,이니스프리,톡톡 립 컨실러,2
867,29세,지성,여,맥,프렙+프라임 립,4
868,35세,복합성,여,맥,프렙+프라임 립,5
869,22세,복합성,여,맥,프렙+프라임 립,3
870,27세,건성,여,3CE,립 프라이머,2
871,31세,건성,여,맥,프렙+프라임 립,3
872,25세,복합성,여,맥,프렙+프라임 립,5
873,27세,건성,여,입생로랑 뷰티,탑 시크릿 립 퍼펙터,3
874,30세,복합성,여,입생로랑 뷰티,탑 시크릿 립 퍼펙터,2
875,26세,복합성,여,맥,프렙+프라임 립,5
876,36세,복합성,여,맥,프렙+프라임 립,4
877,34세,민감성,여,맥,프렙+프라임 립,4
878,34세,건성,여,맥,프렙+프라임 립,4
879,32세,중성,여,맥,프렙+프라임 립,3
880,25세,지성,여,3CE,립 프라이머,4
881,25세,민감성,여,에뛰드,키스풀 립케어 립 컨실러,4
882,26세,복합성,여,메이크업포에버,스텝1 아이 앤 립 프라이머,5
883,30세,중성,여,이니스프리,톡톡 립 컨실러,2
884,27세,건성,여,맥,프렙+프라임 립,5
885,34세,복합성,여,입생로랑 뷰티,탑 시크릿 립 퍼펙터,5
886,25세,복합성,여,맥,프렙+프라임 립,4
887,23세,건성,여,3CE,립 프라이머,4
888,18세,복합성,여,에뛰드,키스풀 립케어 립 컨실러,1
889,32세,건성,여,케이트,CC 립 프라이머 틴트 [SPF10/PA+],4
890,22세,복합성,여,이니스프리,톡톡 립 컨실러,5
891,20세,민감성,여,3CE,립 프라이머,5
892,27세,건성,여,맥,프렙+프라임 립,4
893,31세,복합성,여,맥,프렙+프라임 립,5
894,27세,지성,여,입생로랑 뷰티,탑 시크릿 립 퍼펙터,3
895,31세,복합성,여,맥,프렙+프라임 립,4
896,30세,지성,여,이니스프리,톡톡 립 컨실러,2
897,39세,복합성,여,맥,프렙+프라임 립,4
898,19세,지성,여,맥,프렙+프라임 립,5
899,21세,민감성,여,맥,프렙+프라임 립,5
900,16세,지성,여,히말라야,립밤,3
901,26세,민감성,여,바비브라운,엑스트라 립 틴트,5
902,26세,민감성,여,라네즈,립 슬리핑 마스크 EX,3
903,31세,복합성,여,올마이띵스,아임 유어 립 틴트,5
904,25세,민감성,여,웨이크메이크,비타민 수분톡 틴트 립밤,5
905,32세,건성,여,바세린,립테라피 오리지널,5
906,26세,민감성,여,아리따움,진저 슈가 오버나이트 립 마스크,5
907,28세,건성,여,블리스텍스,립 메덱스,5
908,30세,지성,여,록시땅,시어 울트라 리치 립 밤,5
909,38세,복합성,여,샤넬,레 베쥬 헬시 글로우 립밤,5
910,33세,복합성,여,히말라야,립밤,3
911,28세,복합성,여,바비브라운,엑스트라 립 틴트,4
912,35세,복합성,여,비플레인,캐모마일 인텐스 보습 립밤,3
913,26세,지성,여,불리 1803,봄 데 뮤제,3
914,32세,민감성,여,아리따움,진저슈가 틴트 밤 [디어 라일락],3
915,33세,민감성,여,라네즈,립 슬리핑 마스크 EX,4
916,23세,지성,여,립리프,스티밍 립 마스크,3
917,26세,건성,여,이니스프리,유채꿀 립 밤 [초보습],5
918,26세,복합성,여,언리시아,글리터리 웨이브 립 밤,3
919,28세,건성,여,디올,어딕트 립 글로우,5
920,44세,민감성,여,지방시 뷰티,로즈 퍼펙토 립 밤,5
921,22세,복합성,여,라네즈,립 슬리핑 마스크 EX,5
922,21세,민감성,여,카멕스,모이스처라이징 립밤 클래식 튜브,4
923,22세,건성,여,카멕스,모이스처라이징 립밤 클래식 스틱,4
924,31세,복합성,여,토니모리,더 쇼킹 틴티드 립밤,2
925,26세,건성,여,프레쉬,슈가 로제 립 트리트먼트 [SPF15],4
926,26세,건성,여,프레쉬,슈가 립 트리트먼트 어드밴스드 테라피,5
927,35세,복합성,여,라네즈,립 슬리핑 마스크 EX,3
928,22세,복합성,여,아떼,어센틱 립 밤,5
929,34세,복합성,여,식물나라,허니 디핑 립 오일,4
930,29세,건성,여,바세린,립테라피 오리지널,5
931,48세,복합성,여,아리따움,진저 슈가 오버나이트 립 마스크,5
932,24세,건성,여,버츠비,핑크 그레이프후르츠 립 밤,3
933,48세,복합성,여,록시땅,체리 블라썸 립 밤,5
934,22세,복합성,여,헤라,센슈얼 스파이시 누드 밤,5
935,34세,복합성,여,엘리자베스아덴,에잇아워 립 프로텍턴트,5
936,31세,지성,여,마몽드,퓨어 립 컬러 립밤,2
937,29세,복합성,여,립리프,스티밍 립 마스크,5
938,23세,민감성,여,바세린,립테라피 오리지널,4
939,24세,건성,여,버츠비,비즈왁스 립 밤,2
940,28세,건성,여,논픽션,비건 립밤,5
941,32세,건성,여,니베아,러블리 립스 내추럴 핑크,2
942,32세,건성,여,캔메이크,스테이온 루즈밤,3
943,30세,건성,여,헤라,센슈얼 스파이시 누드 밤,5
944,27세,복합성,여,제이에스티나 뷰티,주얼 텐션 케어 립 밤,5
945,35세,복합성,여,미샤,오늘밤 광 보습 립밤,2
946,30세,건성,여,니베아,스트로베리 샤인,4
947,23세,복합성,여,어퓨,과즙팡 컬러 립밤,3
948,23세,복합성,여,바세린,립테라피 오리지널,2
949,35세,복합성,여,디어달리아,파라다이스 블루밍 밤,2
950,40세,건성,여,클리오,익스트림 젤프레소 펜슬 라이너,4
951,31세,복합성,여,페리페라,잉크 씬씬 펜슬라이너,4
952,31세,복합성,여,릴리바이레드,스태리아이즈 나인투나인 아이라이너,5
953,32세,건성,여,어퓨,본투비 매드프루프 리퀴드아이라이너,5
954,27세,지성,여,코스노리,슈퍼프루프 피팅 젤 아이라이너,4
955,24세,민감성,여,더샘,에코 소울 파워프루프 초슬림 아이라이너,2
956,32세,건성,여,아이돈띵쏘,리퀴드 리터치 아이라이너,5
957,32세,건성,여,웨이크메이크,리얼 애쉬 펜슬 라이너,4
958,26세,지성,여,키스미,히로인 메이크 스무스 리퀴드 아이라이너 슈퍼 킵,5
959,27세,건성,여,에스쁘아,브론즈 페인팅 워터프루프 아이 펜슬,5
960,27세,복합성,여,토니모리,더 쇼킹 비건라이너 수퍼픽싱,4
961,25세,지성,여,클리오,샤프 쏘 심플 워터프루프 펜슬 라이너,5
962,23세,건성,여,홀리카홀리카,홀리팝 쌍테라이너,5
963,27세,복합성,여,키스미,히로인메이크 프라임 리퀴드 아이라이너 리치 킵,4
964,28세,중성,여,머지,더 퍼스트 젤 아이라이너,4
965,21세,민감성,여,더샘,에코 소울 파워프루프 초슬림 아이라이너,5
966,26세,지성,여,에스쁘아,노머징 브러쉬 라이너,5
967,20세,복합성,여,클리오,샤프 쏘 심플 워터프루프 펜슬 라이너,5
968,48세,복합성,여,클리오,샤프 쏘 심플 워터프루프 펜슬 라이너,4
969,35세,민감성,여,컬러그램,아티스트 포뮬라 크림 라이너,4
970,33세,지성,여,토니모리,백젤 아이라이너Z,4
971,33세,지성,여,클리오,샤프 쏘 심플 워터프루프 펜슬 라이너,3
972,31세,복합성,여,릴리바이레드,나인투나인 서바이벌 펜라이너,5
973,29세,복합성,여,머지,더 퍼스트 슬림 젤 아이라이너,5
974,25세,복합성,여,웨이크메이크,철벽 브러시 아이라이너,2
975,25세,복합성,여,머지,더 퍼스트 펜 아이라이너,1
976,22세,건성,여,클리오,샤프 쏘 심플 워터프루프 펜슬 라이너,5
977,24세,복합성,여,홀리카홀리카,홀리팝 쌍테라이너,5
978,36세,민감성,여,릴리바이레드,나인투나인 서바이벌 펜라이너,5
979,39세,건성,여,우드버리,HD 아쿠아 젤 워터프루프 오토 펜슬라이너,4
980,26세,중성,여,컬러그램,음영 창조 라이너,4
981,20세,복합성,여,삐아,라스트 오토 젤 아이라이너 슬림,4
982,20세,복합성,여,키스미,히로인메이크 스무스 리퀴드 아이라이너 N,4
983,22세,건성,여,머지,더 퍼스트 펜 아이라이너,5
984,24세,복합성,여,키스미,히로인메이크 프라임 리퀴드 아이라이너 리치 킵,4
985,19세,복합성,여,삐아,라스트 오토 젤 아이라이너,5
986,27세,건성,여,홀리카홀리카,홀리팝 쌍테라이너,3
987,37세,민감성,여,우드버리,크리미 젤 슈퍼슬림 오토아이라이너,4
988,23세,복합성,여,웨이크메이크,리얼 애쉬 펜슬 라이너,5
989,27세,중성,여,토니모리,백젤 아이라이너Z,2
990,28세,건성,여,컬러그램,음영 창조 라이너,4
991,44세,건성,여,키스미,히로인메이크 롱 스테이 스무스 젤 펜슬 라이너,3
992,24세,복합성,여,삐아,라스트 오토 젤 아이라이너 슬림,4
993,28세,복합성,여,삐아,라스트 오토 젤 아이라이너,5
994,23세,지성,여,삐아,네버 다이 브러쉬 아이라이너,4
995,30세,민감성,여,삐아,라스트 오토 젤 아이라이너,2
996,20세,복합성,여,머지,더 퍼스트 펜 아이라이너,4
997,21세,복합성,여,웨이크메이크,철벽 펜 아이라이너,4
998,24세,복합성,여,키스미,히로인메이크 스무스 리퀴드 아이라이너 N,4
999,32세,복합성,여,홀리카홀리카,홀리팝 쌍테라이너,4
1000,32세,건성,여,아이돈띵쏘,이지 투 드로우 아이브로우 펜슬,5
1001,25세,민감성,여,페리페라,스피디 스키니 브로우,5
1002,30세,복합성,여,클리오,킬브로우 0.9mm 슬림테크 하드펜슬,4
1003,26세,지성,여,네이처리퍼블릭,보테니컬 스타일러 케익 아이브로우,5
1004,22세,건성,여,롬앤,한올 플랫 브로우,4
1005,30세,복합성,여,에뛰드,청순 거짓 브라우 카라,3
1006,40세,건성,여,키스미,헤비로테이션 컬러링 아이브로우,5
1007,21세,복합성,여,롬앤,한올 플랫 브로우,5
1008,23세,중성,여,릴리바이레드,스키니 메스 브로우 펜슬,3
1009,30세,건성,여,키스미,헤비로테이션 컬러링 아이브로우,5
1010,23세,중성,여,클리오,킬 브로우 컬러 브로우 래커,4
1011,21세,민감성,여,베네피트,풀 프루프 브로우 파우더,5
1012,21세,민감성,여,아리따움,아이돌 브로우 파우더 케익,4
1013,29세,건성,여,스킨푸드,초코 아이브로우 파우더케익,5
1014,36세,복합성,여,키스미,헤비로테이션 컬러링 아이브로우,5
1015,29세,건성,여,에뛰드,청순 거짓 브라우 카라,4
1016,27세,건성,여,롬앤,한올 플랫 브로우,4
1017,23세,복합성,여,웨이크메이크,내추럴 하드 브로우 펜슬,5
1018,31세,복합성,여,웨이크메이크,내추럴 하드 브로우 펜슬,5
1019,34세,복합성,여,베네피트,구프 프루프 브로우 펜슬,5
1020,26세,건성,여,이니스프리,납작 아이브로우 펜슬,5
1021,35세,민감성,여,페리페라,스피디 브로우 오토 펜슬,4
1022,33세,민감성,여,슈에무라,하드 포뮬라,5
1023,31세,복합성,여,싸이닉,마스터 플러스 듀얼 브로우,4
1024,32세,복합성,여,네이처리퍼블릭,바이플라워 오토 아이브로우,5
1025,20세,지성,여,삐아,라스트 오토 아이브로우 펜슬,4
1026,25세,민감성,여,스킨푸드,초코 아이브로우 파우더케익,4
1027,30세,민감성,여,스킨푸드,초코 아이브로우 파우더케익,4
1028,23세,복합성,여,아리따움,아이돌 브로우 파우더 케익,4
1029,33세,건성,여,이니스프리,스키니 브로우카라,3
1030,33세,건성,여,에뛰드,드로잉 아이즈 컬러링 브라우카라,3
1031,31세,지성,여,베네피트,프리사이슬리 마이 브로우 펜슬,4
1032,30세,지성,여,웨이크메이크,내추럴 하드 브로우 펜슬,5
1033,25세,지성,여,베네피트,프리사이슬리 마이 브로우 펜슬,4
1034,19세,복합성,여,이니스프리,납작 아이브로우 펜슬,5
1035,20세,복합성,여,에뛰드,드로잉 아이 브로우,4
1036,22세,건성,여,삐아,라스트 오토 아이브로우 펜슬,5
1037,24세,복합성,여,맥퀸뉴욕,마이 스트롱 아이브로우 하드파우더,5
1038,29세,건성,여,웨이크메이크,내추럴 하드 브로우 펜슬,5
1039,27세,지성,여,미샤,스머지프루프 우드 브로우,2
1040,27세,복합성,여,이니스프리,심플라벨 래스팅 펜슬 브로우,4
1041,30세,민감성,여,더샘,샘물 아트룩 아이브로우,3
1042,28세,복합성,여,키스미,헤비로테이션 컬러링 아이브로우,4
1043,49세,복합성,여,미샤,퍼펙트 아이브로우 스타일러,5
1044,24세,복합성,여,뷰티리더,인터시스 오토 아이브로우 펜슬,5
1045,32세,중성,여,하킷,레이어 슬림 브로우,5
1046,27세,복합성,여,페리페라,스피디 스키니 브로우,5
1047,24세,중성,여,웨이크메이크,파우더 젯 듀얼 브로우,5
1048,26세,복합성,여,어퓨,본투비 매드프루프 스키니 브로우펜슬,5
1049,42세,복합성,여,키스미,헤비로테이션 컬러링 아이브로우,4
1050,28세,복합성,여,스틸라,투 유 아이 팔레트 한강 선셋,4
1051,24세,건성,여,데이지크,섀도우 팔레트 [12 웜 블렌딩],4
1052,22세,지성,여,스틸라,투 유 아이 팔레트 한강 선셋,4
1053,41세,복합성,여,스틸라,투 유 아이 팔레트 한강 선셋,4
1054,28세,지성,여,데이지크,섀도우 팔레트 [12 웜 블렌딩],5
1055,20세,복합성,여,스틸라,투 유 아이 팔레트 한강 선셋,5
1056,25세,민감성,여,스틸라,투 유 아이 팔레트 한강 선셋,5
1057,26세,건성,여,에뛰드,플레이 컬러 아이즈 미니 쥬얼리,5
1058,28세,복합성,여,스틸라,투 유 아이 팔레트 한강 선셋,4
1059,34세,복합성,여,웨이크메이크,아이스타일러 프로아이즈,5
1060,27세,건성,여,데이지크,섀도우 팔레트 [12 웜 블렌딩],4
1061,22세,복합성,여,클리오,프로 아이 팔레트 AD,5
1062,25세,민감성,여,데이지크,섀도우 팔레트 [13 쿨 블렌딩],5
1063,30세,복합성,여,피치베리,베리섀도우,4
1064,30세,복합성,여,데이지크,섀도우 팔레트 애교살 메이커,5
1065,25세,복합성,여,데이지크,섀도우 팔레트 [13 쿨 블렌딩],4
1066,25세,민감성,여,스틸라,투 유 아이 팔레트 한강 선셋,5
1067,30세,민감성,남,스틸라,투 유 아이 팔레트 한강 선셋,5
1068,31세,민감성,여,데이지크,섀도우 팔레트 [12 웜 블렌딩],5
1069,22세,민감성,여,데이지크,섀도우 팔레트 [13 쿨 블렌딩],5
1070,21세,복합성,여,홀리카홀리카,(언커먼 타이거 컬렉션) 피스 매칭 섀도우,5
1071,26세,지성,여,데이지크,섀도우 팔레트 [13 쿨 블렌딩],5
1072,23세,복합성,여,로라메르시에,캐비어 스틱 아이 컬러,5
1073,28세,복합성,여,네이처리퍼블릭,데일리 베이직 팔레트,5
1074,29세,지성,여,데이지크,섀도우 팔레트 [12 웜 블렌딩],5
1075,22세,민감성,여,데이지크,섀도우 팔레트 [13 쿨 블렌딩],5
1076,27세,중성,여,데이지크,섀도우 팔레트 [13 쿨 블렌딩],5
1077,32세,건성,여,바비브라운,아이섀도우,5
1078,32세,건성,여,바비브라운,럭스 아이섀도우,5
1079,28세,복합성,여,스틸라,투 유 아이 팔레트 한강 선셋,5
1080,25세,복합성,여,데이지크,섀도우 팔레트 [12 웜 블렌딩],5
1081,46세,건성,여,톰포드 뷰티,아이 컬러 쿼드 크림,4
1082,46세,건성,여,로라메르시에,매트 아이 컬러,2
1083,36세,복합성,여,스틸라,(한국 한정 에디션) 메탈 글리터&글로우 리퀴드 아이섀도우 미니 팁 키튼 카르마,5
1084,36세,복합성,여,스틸라,"트라이펙타 메탈리카 립, 아이 & 치크 스틱",5
1085,26세,민감성,여,컬러그램,올인원 애교살 메이커,5
1086,26세,지성,여,메이크업포에버,아티스트 컬러 섀도우 - 매트,5
1087,26세,건성,여,루나,라이팅 업 포뮬라 팟,3
1088,32세,민감성,여,어뮤즈,아이 비건 쉬어 팔레트,5
1089,36세,복합성,여,메이크업포에버,다이아몬드 파우더,3
1090,23세,지성,여,홀리카홀리카,마이페이브 바이브 아이 팔레트,5
1091,21세,지성,여,데이지크,섀도우 팔레트 [12 웜 블렌딩],5
1092,27세,건성,여,이니스프리,마이 아이섀도우 [쉬머],4
1093,25세,민감성,여,데이지크,섀도우 팔레트 [13 쿨 블렌딩],4
1094,32세,건성,여,아리따움,모노 아이즈 [매트],4
1095,28세,건성,여,웨이크메이크,소프트 블러링 아이팔레트,5
1096,48세,건성,여,스틸라,투 유 아이 팔레트 한강 선셋,5
1097,25세,건성,여,3CE,아이 스위치,5
1098,25세,건성,여,데이지크,섀도우 팔레트 [01 슈가 브라우니],5
1099,23세,민감성,여,데이지크,섀도우 팔레트 [13 쿨 블렌딩],5
1100,32세,건성,여,아리따움,아이돌 리얼 래쉬 픽서,4
1101,44세,민감성,여,씨스터앤,스마트 파워프루프 마스카라,5
1102,25세,중성,여,투쿨포스쿨,아트클래스 매지컬 픽싱 마스카라,4
1103,24세,복합성,여,데이지크,무드 업 마스카라 롱앤컬,4
1104,34세,복합성,여,이니스프리,스키니 꼼꼼카라 Zero,3
1105,33세,중성,여,클리오,킬래쉬 수퍼프루프 마스카라 [매끈 볼륨],5
1106,29세,건성,여,키스미,히로인메이크 마이크로 워터프리카라 어드밴스드 필름,4
1107,54세,중성,여,데이지크,무드 업 마스카라 롱앤컬,4
1108,25세,건성,여,에뛰드,컬 픽스 마스카라,5
1109,23세,복합성,여,에뛰드,컬 픽스 마스카라,5
1110,34세,민감성,여,네이처리퍼블릭,퓨어 샤인 마스카라 02 컬링,4
1111,30세,복합성,여,에뛰드,래쉬 펌 컬픽스 마스카라 롱 앤 컬,2
1112,33세,복합성,여,에이블랙,맥시마이징 마스카라 [슈퍼 볼륨],4
1113,40세,건성,여,메이블린 뉴욕,래쉬 센세이셔널 래쉬 멀티플라잉 마스카라,5
1114,27세,복합성,여,에뛰드,마이래쉬세럼,3
1115,21세,민감성,여,클리오,킬래쉬 수퍼프루프 마스카라 [매끈 볼륨],5
1116,27세,복합성,여,메이블린 뉴욕,콜로썰 컬바운스 마스카라,4
1117,22세,복합성,여,클리오,킬래쉬 수퍼프루프 마스카라 [롱 컬링],4
1118,22세,복합성,여,이니스프리,스키니 꼼꼼카라 Zero,5
1119,44세,민감성,여,딸리까,리포실 압솔뤼,5
1120,22세,건성,여,데이지크,무드 업 마스카라 롱앤컬,5
1121,25세,건성,여,데이지크,무드 업 마스카라 롱앤컬,4
1122,29세,민감성,여,젬소,아이래시 앤 아이브로우 멀티액티브 세럼 오리지널,5
1123,21세,복합성,여,에뛰드,컬 픽스 마스카라,5
1124,26세,건성,여,이니스프리,스키니 꼼꼼카라 Zero,5
1125,21세,복합성,여,홀리카홀리카,래쉬 코렉팅 마스카라 [하이퍼 컬링],5
1126,27세,복합성,여,키스미,히로인메이크 롱 업 마스카라 슈퍼 워터프루프,5
1127,22세,지성,여,코드글로컬러,픽스온 마스카라 픽서,4
1128,43세,중성,여,지베르니,밀착 픽싱 마스카라,4
1129,43세,중성,여,홀리카홀리카,래쉬 코렉팅 마스카라 [하이퍼 컬링],4
1130,26세,지성,여,홀리카홀리카,래쉬 코렉팅 케어 에센셜 세럼,4
1131,20세,복합성,여,아리따움,아이돌 리얼 래쉬 픽서,5
1132,27세,복합성,여,에뛰드,오 마이 래쉬 쌩얼 카라,3
1133,19세,건성,여,메이블린 뉴욕,콜로썰 빅샷 마스카라,5
1134,26세,건성,여,롬앤,한올 래쉬 세럼,5
1135,32세,건성,여,코스노리,롱 액티브 아이래쉬 세럼 속눈썹영양제,5
1136,22세,복합성,여,바이브랩,바이탈 리치 에센스,5
1137,27세,건성,여,젬소,아이래시 앤 아이브로우 멀티액티브 세럼 오리지널,5
1138,22세,복합성,여,에뛰드,컬 픽스 마스카라,5
1139,26세,복합성,여,페리페라,잉크 컬러 카라 AD,5
1140,33세,민감성,여,더페이스샵,올 프루프 마스카라 - 디즈니 에디션,2
1141,29세,지성,여,에뛰드,컬 픽스 마스카라,5
1142,29세,지성,여,페리페라,잉크 블랙 카라 AD [롱래쉬 컬링],4
1143,20세,복합성,여,홀리카홀리카,래쉬 코렉팅 케어 에센셜 세럼,4
1144,20세,민감성,여,에뛰드,닥터 마스카라 픽서,4
1145,39세,건성,여,크리니크,래쉬 파워 컬링 마스카라,4
1146,31세,복합성,여,키스미,히로인메이크 롱 업 마스카라 슈퍼 워터프루프,4
1147,31세,복합성,여,아리따움,아이돌 리얼 래쉬 픽서,4
1148,20세,지성,여,에뛰드,닥터마스카라 픽서 포 퍼펙트 래쉬,5
1149,20세,지성,여,키스미,히로인 메이크 롱앤컬 마스카라 EX,3
1150,23세,건성,여,미샤,컬러 픽스 아이 프라이머,5
1151,28세,중성,여,더샘,샘물 아이 프라이머,4
1152,28세,중성,여,VDL,엑스퍼트 컬러 프라이머 포 아이즈,4
1153,21세,민감성,여,아임미미,아임 스머지 헌터,5
1154,23세,복합성,여,미샤,컬러 픽스 아이 프라이머,5
